monthnum,month,desk,groupname,contact_type,location,ctr
2015 Jun,06012015,others,IT App NE Goettingen Legacy SAP L2,Self-service,NE - Goettingen,1
2015 Jun,06012015,others,IT App NE Goettingen RP SF L2,Phone,NE - Goettingen,1
2015 Jun,06012015,others,IT App NE Italy AS400 L2,Phone,NE - Bresso,19
2015 Jun,06012015,others,IT App NE Italy AS400 L2,Phone,NE - Goettingen,1
2015 Jun,06012015,others,IT App NE Italy AS400 L2,Phone,NE - Pieve,11
2015 Jun,06012015,others,IT App NE Italy AS400 L2,Self-service,NE - Bresso,36
2015 Jun,06012015,others,IT App NE Italy AS400 L2,Self-service,NE - Goettingen,2
2015 Jun,06012015,others,IT App NE Italy AS400 L2,Self-service,NE - Pieve,13
2015 Jun,06012015,others,IT App NE Italy AS400 L2,Self-service,NNA/Corp - Atlanta HQ,4
2015 Jun,06012015,others,IT App NE Italy L2,Phone,NE - Bresso,4
2015 Jun,06012015,others,IT App NE Latchford L2,Email,NE - Latchford,2
2015 Jun,06012015,others,IT App NE Latchford L2,Phone,NE - Latchford,11
2015 Jun,06012015,others,IT App NE Latchford L2,Self-service,NE - Latchford,5
2015 Jun,06012015,others,IT App NE Latchford L2,Walk-in,NE - Latchford,6
2015 Jun,06012015,others,IT App NE Nachtersted SAP L2,Self-service,NE - Nachterstedt,1
2015 Jun,06012015,others,IT App NE Ohle Flexible Tubes L2,Self-service,NE - Ohle,2
2015 Jun,06012015,others,IT App NE Ohle Infra L2,Self-service,NE - Ohle,1
2015 Jun,06012015,others,IT App NE Ohle Legacy SAP L2,Phone,NE - Luedenscheid,1
2015 Jun,06012015,others,IT App NE Ohle Legacy SAP L2,Phone,NE - Ohle,2
2015 Jun,06012015,others,IT App NE Ohle Legacy SAP L2,Self-service,NE - Goettingen,1
2015 Jun,06012015,others,IT App NE Ohle Legacy SAP L2,Self-service,NE - Luedenscheid,1
2015 Jun,06012015,others,IT App NE Ohle ZSF L2,Phone,NE - Ohle,1
2015 Jun,06012015,others,IT App NE SIERRE Infra L2,Phone,NE - Sierre,5
2015 Jun,06012015,others,IT App NE SIERRE Infra L2,Phone,NNA/Corp - Atlanta HQ,1
2015 Jun,06012015,others,IT App NE SIERRE Infra L2,Self-service,NE - Sierre,7
2015 Jun,06012015,others,IT App NE SIERRE SAP L2,Phone,NE - Sierre,6
2015 Jun,06012015,others,IT App NE SIERRE SAP L2,Self-service,NE - Sierre,3
2015 Jun,06012015,others,IT App NNA Cap Analytics Rep L2,Email,NNA/Corp - Atlanta HQ,1
2015 Jun,06012015,others,IT App NNA Cap Forms L2,Chat,NNA - Kingston,1
2015 Jun,06012015,others,IT App NNA Cap Forms L2,Email,NSA - Pinda,1
2015 Jun,06012015,others,IT App NNA Cap Forms L2,Phone,NNA - Greensboro,2
2015 Jun,06012015,others,IT App NNA Cap Forms L2,Phone,NNA - Kingston,1
2015 Jun,06012015,others,IT App NNA Cap Forms L2,Phone,NNA - Oswego,4
2015 Jun,06012015,others,IT App NNA Cap Forms L2,Phone,NNA - Warren,1
2015 Jun,06012015,others,IT App NNA Cap Forms L2,Phone,NNA/Corp - Atlanta HQ,8
2015 Jun,06012015,others,IT App NNA Cap Forms L2,Phone,NSA - Pinda,1
2015 Jun,06012015,others,IT App NNA Cap Forms L2,Phone,NSA - Sao Paulo,1
2015 Jun,06012015,others,IT App NNA Cap Forms L2,Self-service,NNA - Fairmont,1
2015 Jun,06012015,others,IT App NNA Cap Forms L2,Self-service,NNA - Kennesaw R&T,1
2015 Jun,06012015,others,IT App NNA Cap Forms L2,Self-service,NNA - Kingston,3
2015 Jun,06012015,others,IT App NNA Cap Forms L2,Self-service,NNA - Oswego,3
2015 Jun,06012015,others,IT App NNA Cap Forms L2,Self-service,NNA - Warren,1
2015 Jun,06012015,others,IT App NNA Cap Forms L2,Self-service,NNA/Corp - Atlanta HQ,5
2015 Jun,06012015,others,IT App NNA Cap Integration L2,Phone,NNA - Greensboro,10
2015 Jun,06012015,others,IT App NNA Cap Integration L2,Phone,NNA - Terre Haute,6
2015 Jun,06012015,others,IT App NNA Cap Integration L2,Phone,NNA - Warren,1
2015 Jun,06012015,others,IT App NNA Cap Integration L2,Phone,NNA/Corp - Atlanta HQ,20
2015 Jun,06012015,others,IT App NNA Cap Integration L2,Self-service,NNA - Greensboro,2
2015 Jun,06012015,others,IT App NNA Cap Other L2,Self-service,NNA/Corp - Atlanta HQ,1
2015 Jun,06012015,others,IT App NNA Cap Package L2,Email,NA - Ulsan,1
2015 Jun,06012015,others,IT App NNA Cap Package L2,Email,NNA - Oswego,1
2015 Jun,06012015,others,IT App NNA Cap Package L2,Phone,NA - Ulsan,1
2015 Jun,06012015,others,IT App NNA Cap Package L2,Phone,NNA - Berea,1
2015 Jun,06012015,others,IT App NNA Cap Package L2,Phone,NNA - Fairmont,1
2015 Jun,06012015,others,IT App NNA Cap Package L2,Phone,NNA - Greensboro,1
2015 Jun,06012015,others,IT App NNA Cap Package L2,Phone,NNA - Oswego,5
2015 Jun,06012015,others,IT App NNA Cap Package L2,Phone,NNA - Terre Haute,5
2015 Jun,06012015,others,IT App NNA Cap Package L2,Phone,NNA - Warren,1
2015 Jun,06012015,others,IT App NNA Cap Package L2,Phone,NNA/Corp - Atlanta HQ,4
2015 Jun,06012015,others,IT App NNA Cap Package L2,Self-service,NNA - Fairmont,1
2015 Jun,06012015,others,IT App NNA Cap Package L2,Self-service,NNA - Kennesaw R&T,1
2015 Jun,06012015,others,IT App NNA Cap Package L2,Self-service,NNA - Oswego,1
2015 Jun,06012015,others,IT App NNA Cap Package L2,Self-service,NNA - Terre Haute,4
2015 Jun,06012015,others,IT App NNA Cap Package L2,Self-service,NNA - Warren,2
2015 Jun,06012015,others,IT App NNA Cap Package L2,Self-service,NNA/Corp - Atlanta HQ,5
2015 Jun,06012015,others,IT App NNA Cap Repository L2,Chat,NNA - Terre Haute,1
2015 Jun,06012015,others,IT App NNA Cap Repository L2,Phone,NNA - Oswego,1
2015 Jun,06012015,others,IT App NNA Cap Repository L2,Phone,NNA/Corp - Atlanta HQ,3
2015 Jun,06012015,others,IT App NNA Cap Repository L2,Self-service,NNA - Terre Haute,1
2015 Jun,06012015,others,IT App NNA Cap Repository L2,Self-service,NNA/Corp - Atlanta HQ,1
2015 Jun,06012015,others,IT App NNA Cap Shopfloor L2,Email,NNA - Kingston,1
2015 Jun,06012015,others,IT App NNA Cap Shopfloor L2,Phone,NNA - Kingston,27
2015 Jun,06012015,others,IT App NNA Cap Shopfloor L2,Phone,NNA - Terre Haute,7
2015 Jun,06012015,others,IT App NNA Cap Shopfloor L2,Phone,NNA - Warren,1
2015 Jun,06012015,others,IT App NNA Cap Shopfloor L2,Phone,NNA/Corp - Atlanta HQ,1
2015 Jun,06012015,others,IT App NNA Cap Shopfloor L2,Self-service,NNA - Terre Haute,2
2015 Jun,06012015,others,IT App NNA Cap Shopfloor L2,Self-service,NNA - Warren,1
2015 Jun,06012015,others,IT App NNA KIT Shopfloor L2,Phone,NNA - Kingston,18
2015 Jun,06012015,others,IT App NSA Design to Deploy L2,Phone,NNA/Corp - Atlanta HQ,1
2015 Jun,06012015,others,IT App NSA Design to Deploy L2,Phone,NSA - Pinda,27
2015 Jun,06012015,others,IT App NSA Design to Deploy L2,Phone,NSA - Sao Paulo,1
2015 Jun,06012015,others,IT App NSA Design to Deploy L2,Phone,NSA - Utinga,1
2015 Jun,06012015,others,IT App NSA Design to Deploy L2,Self-service,NSA - Pinda,11
2015 Jun,06012015,others,IT App NSA Design to Deploy L2,Self-service,NSA - Sao Paulo,7
2015 Jun,06012015,others,IT App NSA Design to Deploy L2,Self-service,NSA - Utinga,2
2015 Jun,06012015,others,IT App NSA Hire to Retire L2,Phone,NSA - Pinda,21
2015 Jun,06012015,others,IT App NSA Hire to Retire L2,Phone,NSA - Utinga,1
2015 Jun,06012015,others,IT App NSA Hire to Retire L2,Self-service,NSA - Pinda,11
2015 Jun,06012015,others,IT App NSA Order to Cash L2,Phone,NSA - Pinda,13
2015 Jun,06012015,others,IT App NSA Order to Cash L2,Phone,NSA - Sao Paulo,3
2015 Jun,06012015,others,IT App NSA Order to Cash L2,Phone,NSA - Utinga,3
2015 Jun,06012015,others,IT App NSA Order to Cash L2,Self-service,NSA - Ouro Preto,1
2015 Jun,06012015,others,IT App NSA Order to Cash L2,Self-service,NSA - Pinda,7
2015 Jun,06012015,others,IT App NSA Order to Cash L2,Self-service,NSA - Sao Paulo,4
2015 Jun,06012015,others,IT App NSA Plan to Produce L2,Phone,NSA - Pinda,57
2015 Jun,06012015,others,IT App NSA Plan to Produce L2,Phone,NSA - Utinga,2
2015 Jun,06012015,others,IT App NSA Plan to Produce L2,Self-service,NSA - Pinda,34
2015 Jun,06012015,others,IT App NSA Plan to Produce L2,Self-service,NSA - Utinga,2
2015 Jun,06012015,others,IT App NSA Record to Report L2,Chat,NSA - Sao Paulo,1
2015 Jun,06012015,others,IT App NSA Record to Report L2,Phone,NSA - Sao Paulo,2
2015 Jun,06012015,others,IT App NSA Record to Report L2,Self-service,NSA - Pinda,1
2015 Jun,06012015,others,IT App NSA Record to Report L2,Self-service,NSA - Sao Paulo,8
2015 Jun,06012015,others,IT App Oracle Financials L2,Self-service,NNA/Corp - Atlanta HQ,2
2015 Jun,06012015,others,IT App Permissions - NA L2,Self-service,NA - Ulsan,1
2015 Jun,06012015,others,IT App Permissions L2,Phone,NA - Seoul,1
2015 Jun,06012015,others,IT App Permissions L2,Phone,NA - Ulsan,4
2015 Jun,06012015,others,IT App SAP GT Password ServiceDesk L1,Phone,NNA - Oswego,1
2015 Jun,06012015,others,IT App SAP GT Password ServiceDesk L1,Phone,NNA/Corp - Atlanta HQ,1
2015 Jun,06012015,others,IT App SAP GT Password ServiceDesk L1,Self-service,NE - Zurich,1
2015 Jun,06012015,others,IT App SAP-Security L2,Chat,NE - Zurich,1
2015 Jun,06012015,others,IT App SAP-Security L2,Chat,NNA/Corp - Atlanta HQ,3
2015 Jun,06012015,others,IT App SAP-Security L2,Phone,NE - Goettingen,3
2015 Jun,06012015,others,IT App SAP-Security L2,Phone,NE - Nachterstedt,2
2015 Jun,06012015,others,IT App SAP-Security L2,Phone,NE - Zurich,1
2015 Jun,06012015,others,IT App SAP-Security L2,Phone,NNA - Novi,3
2015 Jun,06012015,others,IT App SAP-Security L2,Phone,NNA - Oswego,10
2015 Jun,06012015,others,IT App SAP-Security L2,Phone,NNA/Corp - Atlanta HQ,69
2015 Jun,06012015,others,IT App SAP-Security L2,Self-service,NNA - Oswego,1
2015 Jun,06012015,others,IT App SAP-Security L2,Self-service,NNA/Corp - Atlanta HQ,14
2015 Jun,06012015,others,IT App SAP-Support L2/L3 _ OLD,Chat,NNA/Corp - Atlanta HQ,2
2015 Jun,06012015,others,IT App SAP-Support L2/L3 _ OLD,Phone,NNA - Kingston,3
2015 Jun,06012015,others,IT App SAP-Support L2/L3 _ OLD,Phone,NNA - Oswego,3
2015 Jun,06012015,others,IT App SAP-Support L2/L3 _ OLD,Phone,NNA/Corp - Atlanta HQ,4
2015 Jun,06012015,others,IT App SAP-Support L2/L3 _ OLD,Phone,NSA - Sao Paulo,1
2015 Jun,06012015,others,IT App SAP-Support L2/L3 _ OLD,Self-service,NE - Goettingen,2
2015 Jun,06012015,others,IT App SAP-Support L2/L3 _ OLD,Self-service,NE - Nachterstedt,1
2015 Jun,06012015,others,IT App SAP-Support L2/L3 _ OLD,Self-service,NNA - Kingston,4
2015 Jun,06012015,others,IT App SAP-Support L2/L3 _ OLD,Self-service,NNA - Oswego,7
2015 Jun,06012015,others,IT App SAP-Support L2/L3 _ OLD,Self-service,NNA/Corp - Atlanta HQ,8
2015 Jun,06012015,others,IT Desktop Berea L3,Phone,NNA - Berea,1
2015 Jun,06012015,others,IT Desktop Gottingen L3,Phone,NE - Goettingen,3
2015 Jun,06012015,others,IT Desktop Gottingen L3,Phone,NNA/Corp - Atlanta HQ,1
2015 Jun,06012015,others,IT Desktop Greensboro L3,Phone,NNA - Greensboro,1
2015 Jun,06012015,others,IT Desktop Greensboro L3,Self-service,NNA - Greensboro,2
2015 Jun,06012015,others,IT Desktop Latchford L3,Self-service,NE - Latchford,2
2015 Jun,06012015,others,IT Desktop TerreHaute L2,Phone,NNA - Terre Haute,1
2015 Jun,06012015,others,IT Desktop TerreHaute L2,Self-service,NNA - Terre Haute,1
2015 Jun,06012015,others,IT Desktop Warren L2,Phone,NNA - Warren,1
2015 Jun,06012015,others,IT Desktop Warren L2,Phone,NNA/Corp - Atlanta HQ,1
2015 Jun,06012015,others,IT Desktop Zurich L3,Chat,NE - Zurich,1
2015 Jun,06012015,others,IT Incident Coordinator NNA L2,Chat,NE - Zurich,1
2015 Jun,06012015,others,IT Incident Coordinator NNA L2,Chat,NNA/Corp - Atlanta HQ,5
2015 Jun,06012015,others,IT Incident Coordinator NNA L2,Phone,NA - Klang Malaysia,1
2015 Jun,06012015,others,IT Incident Coordinator NNA L2,Phone,NE - Goettingen,3
2015 Jun,06012015,others,IT Incident Coordinator NNA L2,Phone,NE - Ohle,2
2015 Jun,06012015,others,IT Incident Coordinator NNA L2,Phone,NE - Pieve,1
2015 Jun,06012015,others,IT Incident Coordinator NNA L2,Phone,NE - Sierre,2
2015 Jun,06012015,others,IT Incident Coordinator NNA L2,Phone,NE - Zurich,2
2015 Jun,06012015,others,IT Incident Coordinator NNA L2,Phone,NNA - Berea,1
2015 Jun,06012015,others,IT Incident Coordinator NNA L2,Phone,NNA - Kingston,4
2015 Jun,06012015,others,IT Incident Coordinator NNA L2,Phone,NNA - Novi,1
2015 Jun,06012015,others,IT Incident Coordinator NNA L2,Phone,NNA - Oswego,10
2015 Jun,06012015,others,IT Incident Coordinator NNA L2,Phone,NNA/Corp - Atlanta HQ,65
2015 Jun,06012015,others,IT Incident Coordinator NNA L2,Self-service,NE - Goettingen,2
2015 Jun,06012015,others,IT Incident Coordinator NNA L2,Self-service,NE - Zurich,2
2015 Jun,06012015,others,IT Incident Coordinator NNA L2,Self-service,NNA - Fairmont,1
2015 Jun,06012015,others,IT Incident Coordinator NNA L2,Self-service,NNA - Kingston,3
2015 Jun,06012015,others,IT Incident Coordinator NNA L2,Self-service,NNA - Oswego,4
2015 Jun,06012015,others,IT Incident Coordinator NNA L2,Self-service,NNA - Warren,1
2015 Jun,06012015,others,IT Incident Coordinator NNA L2,Self-service,NNA/Corp - Atlanta HQ,7
2015 Jun,06012015,others,IT Infra NSA Account Management L2,Email,NSA - Sao Paulo,1
2015 Jun,06012015,others,IT Infra NSA Account Management L2,Phone,NSA - Pinda,48
2015 Jun,06012015,others,IT Infra NSA Account Management L2,Phone,NSA - Sao Paulo,14
2015 Jun,06012015,others,IT Infra NSA Account Management L2,Phone,NSA - Utinga,2
2015 Jun,06012015,others,IT Infra NSA Account Management L2,Self-service,NSA - Ouro Preto,2
2015 Jun,06012015,others,IT Infra NSA Account Management L2,Self-service,NSA - Pinda,14
2015 Jun,06012015,others,IT Infra NSA Account Management L2,Self-service,NSA - Sao Paulo,6
2015 Jun,06012015,others,IT Infra NSA Account Management L2,Self-service,NSA - Utinga,7
2015 Jun,06012015,others,IT Infra NSA Account Management L2,Walk-in,NSA - Sao Paulo,1
2015 Jun,06012015,others,IT Infra NSA Account Management L2,Walk-in,NSA - Utinga,2
2015 Jun,06012015,others,IT Infra NSA Datacenter L2,Email,NSA - Pinda,2
2015 Jun,06012015,others,IT Infra NSA Datacenter L2,Phone,NSA - Pinda,7
2015 Jun,06012015,others,IT Infra NSA Datacenter L2,Phone,NSA - Sao Paulo,6
2015 Jun,06012015,others,IT Infra NSA Datacenter L2,Self-service,NSA - Pinda,4
2015 Jun,06012015,others,IT Infra NSA Datacenter L2,Self-service,NSA - Utinga,1
2015 Jun,06012015,others,IT Infra NSA Network L2,Email,NSA - Pinda,1
2015 Jun,06012015,others,IT Infra NSA Network L2,Phone,NSA - Pinda,9
2015 Jun,06012015,others,IT Infra NSA Security L2,Phone,NSA - Pinda,2
2015 Jun,06012015,others,IT Infra NSA Security L2,Self-service,NSA - Sao Paulo,1
2015 Jun,06012015,others,IT Infra NSA Telephony L2,Phone,NSA - Pinda,12
2015 Jun,06012015,others,IT Infra NSA Telephony L2,Phone,NSA - Sao Paulo,9
2015 Jun,06012015,others,IT Infra NSA Telephony L2,Phone,NSA - Utinga,1
2015 Jun,06012015,others,IT Network L2,Phone,NA - Klang Malaysia,1
2015 Jun,06012015,others,IT Network L2,Phone,NA - Ulsan,3
2015 Jun,06012015,others,IT Network L2,Phone,NE - Sierre,1
2015 Jun,06012015,others,IT Network L2,Phone,NNA - Kennesaw R&T,1
2015 Jun,06012015,others,IT Network L2,Phone,NNA - Terre Haute,1
2015 Jun,06012015,others,IT Network L2,Phone,NNA/Corp - Atlanta HQ,152
2015 Jun,06012015,others,IT Network L2,Phone,(blank),34
2015 Jun,06012015,others,IT Network L2,Self-service,NA - Ulsan,2
2015 Jun,06012015,others,IT Network L2,Self-service,NE - Voreppe,1
2015 Jun,06012015,others,IT Network L2,Self-service,NNA - Fairmont,1
2015 Jun,06012015,others,IT Network L2,Self-service,NNA - Oswego,1
2015 Jun,06012015,others,IT Network L2,Walk-in,NNA - Oswego,1
2015 Jun,06012015,others,IT Telecom L2,Chat,NNA - Oswego,2
2015 Jun,06012015,others,IT Telecom L2,Chat,NNA/Corp - Atlanta HQ,2
2015 Jun,06012015,others,IT Telecom L2,Phone,NA - YeongJu,1
2015 Jun,06012015,others,IT Telecom L2,Phone,NNA - Oswego,9
2015 Jun,06012015,others,IT Telecom L2,Phone,NNA/Corp - Atlanta HQ,2
2015 Jun,06012015,others,IT Telecom L2,Phone,NSA - Pinda,1
2015 Jun,06012015,others,IT Telecom L2,Self-service,NNA - Greensboro,2
2015 Jun,06012015,others,IT Telecom L2,Self-service,NNA - Oswego,22
2015 Jun,06012015,others,IT Telecom L2,Self-service,NNA/Corp - Atlanta HQ,11
2015 Jun,06012015,others,IT Telecom L2,Self-service,(blank),1
2015 Jun,06012015,others,ServiceNow Admin L3,Email,NNA/Corp - Atlanta HQ,3
2015 Jun,06012015,others,ServiceNow Admin L3,Phone,NE - Ohle,4
2015 Jun,06012015,others,ServiceNow Admin L3,Phone,NNA/Corp - Atlanta HQ,8
2015 Jun,06012015,others,ServiceNow Admin L3,Self-service,NE - Zurich,1
2015 Jun,06012015,others,ServiceNow Admin L3,Self-service,NNA - Oswego,1
2015 Jun,06012015,others,ServiceNow Admin L3,Self-service,NNA/Corp - Atlanta HQ,6
2015 Jun,06012015,others,ServiceNow Admin L3,Self-service,NSA - Pinda,1
2015 Jun,06012015,others,ServiceNow Development L3,Email,NNA/Corp - Atlanta HQ,1
2015 Jun,06012015,others,ServiceNow Development L3,Phone,NA - Changzhou Site Office,1
2015 Jun,06012015,others,ServiceNow Development L3,Phone,NNA/Corp - Atlanta HQ,3
2015 Jun,06012015,others,ServiceNow Development L3,Self-service,NE - Nachterstedt,1
2015 Jun,06012015,others,ServiceNow Development L3,Self-service,NNA/Corp - Atlanta HQ,4
2015 Jun,06012015,others,ServiceNow Support L2,Chat,NNA/Corp - Atlanta HQ,1
2015 Jun,06012015,others,ServiceNow Support L2,Phone,NE - Latchford,1
2015 Jun,06012015,others,ServiceNow Support L2,Phone,NE - Ohle,2
2015 Jun,06012015,others,ServiceNow Support L2,Phone,NE - Sierre,1
2015 Jun,06012015,others,ServiceNow Support L2,Phone,NNA - Berea,1
2015 Jun,06012015,others,ServiceNow Support L2,Phone,NNA - Oswego,1
2015 Jun,06012015,others,ServiceNow Support L2,Phone,NNA/Corp - Atlanta HQ,7
2015 Jun,06012015,others,ServiceNow Support L2,Self-service,NE - Goettingen,1
2015 Jun,06012015,others,ServiceNow Support L2,Self-service,NNA/Corp - Atlanta HQ,5
2015 Jun,06012015,others,(blank),Email,NA - YeongJu,1
2015 Jun,06012015,others,(blank),Email,NNA/Corp - Atlanta HQ,2
2015 Jun,06012015,others,(blank),Phone,NA - YeongJu,2
2015 Jun,06012015,others,(blank),Phone,NE - Goettingen,1
2015 Jun,06012015,others,(blank),Phone,NE - Nachterstedt,1
2015 Jun,06012015,others,(blank),Phone,NNA - Kingston,1
2015 Jun,06012015,others,(blank),Phone,NNA/Corp - Atlanta HQ,3
2015 Jun,06012015,others,(blank),Self-service,NA - Ulsan,2
2015 Jun,06012015,others,(blank),Self-service,NE - Zurich,2
2015 Jun,06012015,others,(blank),Self-service,NNA/Corp - Atlanta HQ,3
2015 Jun,06012015,servicedesk,IT Service Desk NA L1,Chat,NA - YeongJu,8
2015 Jun,06012015,servicedesk,IT Service Desk NA L1,Email,NA - Ulsan,1
2015 Jun,06012015,servicedesk,IT Service Desk NA L1,Email,NA - YeongJu,3
2015 Jun,06012015,servicedesk,IT Service Desk NA L1,Email,NNA/Corp - Atlanta HQ,1
2015 Jun,06012015,servicedesk,IT Service Desk NA L1,Phone,NA - Changzhou Site Office,20
2015 Jun,06012015,servicedesk,IT Service Desk NA L1,Phone,NA - Seoul,21
2015 Jun,06012015,servicedesk,IT Service Desk NA L1,Phone,NA - Shanghai,23
2015 Jun,06012015,servicedesk,IT Service Desk NA L1,Phone,NA - Ulsan,86
2015 Jun,06012015,servicedesk,IT Service Desk NA L1,Phone,NA - YeongJu,54
2015 Jun,06012015,servicedesk,IT Service Desk NA L1,Phone,NNA/Corp - Atlanta HQ,25
2015 Jun,06012015,servicedesk,IT Service Desk NA L1,Phone,(blank),1
2015 Jun,06012015,servicedesk,IT Service Desk NA L1,Self-service,NA - Seoul,1
2015 Jun,06012015,servicedesk,IT Service Desk NA L1,Self-service,NA - Shanghai,1
2015 Jun,06012015,servicedesk,IT Service Desk NA L1,Self-service,NA - Ulsan,5
2015 Jun,06012015,servicedesk,IT Service Desk NA L1,Self-service,NA - YeongJu,1
2015 Jun,06012015,servicedesk,IT Service Desk NA L1,Self-service,NNA/Corp - Atlanta HQ,3
2015 Jun,06012015,servicedesk,IT Service Desk NE L1,Chat,NE - Bresso,1
2015 Jun,06012015,servicedesk,IT Service Desk NE L1,Chat,NE - Goettingen,1
2015 Jun,06012015,servicedesk,IT Service Desk NE L1,Chat,NE - Pieve,1
2015 Jun,06012015,servicedesk,IT Service Desk NE L1,Chat,NNA/Corp - Atlanta HQ,3
2015 Jun,06012015,servicedesk,IT Service Desk NE L1,Email,NNA/Corp - Atlanta HQ,1
2015 Jun,06012015,servicedesk,IT Service Desk NE L1,Phone,NE - Bresso,13
2015 Jun,06012015,servicedesk,IT Service Desk NE L1,Phone,NE - Goettingen,135
2015 Jun,06012015,servicedesk,IT Service Desk NE L1,Phone,NE - Luedenscheid,6
2015 Jun,06012015,servicedesk,IT Service Desk NE L1,Phone,NE - Nachterstedt,8
2015 Jun,06012015,servicedesk,IT Service Desk NE L1,Phone,NE - Norf,1
2015 Jun,06012015,servicedesk,IT Service Desk NE L1,Phone,NE - Office France/Chartres,1
2015 Jun,06012015,servicedesk,IT Service Desk NE L1,Phone,NE - Ohle,32
2015 Jun,06012015,servicedesk,IT Service Desk NE L1,Phone,NE - Pieve,9
2015 Jun,06012015,servicedesk,IT Service Desk NE L1,Phone,NE - Sierre,81
2015 Jun,06012015,servicedesk,IT Service Desk NE L1,Phone,NE - Stuttgart,1
2015 Jun,06012015,servicedesk,IT Service Desk NE L1,Phone,NE - Zurich,14
2015 Jun,06012015,servicedesk,IT Service Desk NE L1,Phone,NNA/Corp - Atlanta HQ,40
2015 Jun,06012015,servicedesk,IT Service Desk NE L1,Self-service,NE - Bresso,3
2015 Jun,06012015,servicedesk,IT Service Desk NE L1,Self-service,NE - Goettingen,27
2015 Jun,06012015,servicedesk,IT Service Desk NE L1,Self-service,NE - Latchford,12
2015 Jun,06012015,servicedesk,IT Service Desk NE L1,Self-service,NE - Luedenscheid,7
